"","team_fifa_api_id","team_api_id","team_long_name","team_short_name","date","buildUpPlaySpeed","buildUpPlaySpeedClass","buildUpPlayDribbling","buildUpPlayDribblingClass","buildUpPlayPassing","buildUpPlayPassingClass","buildUpPlayPositioningClass","chanceCreationPassing","chanceCreationPassingClass","chanceCreationCrossing","chanceCreationCrossingClass","chanceCreationShooting","chanceCreationShootingClass","chanceCreationPositioningClass","defencePressure","defencePressureClass","defenceAggression","defenceAggressionClass","defenceTeamWidth","defenceTeamWidthClass","defenceDefenderLineClass"
"867",240,9906,"Atlético Madrid","AMA","2014-09-19 00:00:00",47,"Balanced",52,"Normal",51,"Mixed","Organised",67,"Risky",67,"Lots",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","Cover"
"868",240,9906,"Atlético Madrid","AMA","2015-09-10 00:00:00",57,"Balanced",50,"Normal",50,"Mixed","Organised",61,"Normal",62,"Normal",49,"Normal","Organised",49,"Medium",42,"Press",52,"Normal","Cover"
"871",241,8634,"FC Barcelona","BAR","2015-09-10 00:00:00",36,"Balanced",35,"Normal",51,"Mixed","Free Form",36,"Normal",49,"Normal",56,"Normal","Free Form",61,"Medium",65,"Press",65,"Normal","Cover"
"872",241,8634,"FC Barcelona","BAR","2014-09-19 00:00:00",35,"Balanced",35,"Normal",32,"Short","Free Form",37,"Normal",31,"Little",35,"Normal","Free Form",61,"Medium",63,"Press",65,"Normal","Cover"
"878",242,9783,"RC Deportivo de La Coruña","COR","2015-09-10 00:00:00",53,"Balanced",55,"Normal",47,"Mixed","Organised",38,"Normal",52,"Normal",55,"Normal","Organised",45,"Medium",50,"Press",59,"Normal","Offside Trap"
"879",242,9783,"RC Deportivo de La Coruña","COR","2014-09-19 00:00:00",56,"Balanced",55,"Normal",46,"Mixed","Organised",38,"Normal",52,"Normal",68,"Lots","Organised",45,"Medium",50,"Press",59,"Normal","Cover"
"881",243,8633,"Real Madrid CF","REA","2014-09-19 00:00:00",50,"Balanced",54,"Normal",41,"Mixed","Organised",68,"Risky",54,"Normal",69,"Lots","Free Form",39,"Medium",49,"Press",65,"Normal","Cover"
"885",243,8633,"Real Madrid CF","REA","2015-09-10 00:00:00",50,"Balanced",57,"Normal",46,"Mixed","Free Form",61,"Normal",41,"Normal",63,"Normal","Free Form",52,"Medium",60,"Press",63,"Normal","Cover"
"890",244,8394,"Real Zaragoza","ZAR","2015-09-10 00:00:00",52,"Balanced",52,"Normal",50,"Mixed","Organised",52,"Normal",56,"Normal",57,"Normal","Organised",48,"Medium",43,"Press",49,"Normal","Cover"
"892",244,8394,"Real Zaragoza","ZAR","2014-09-19 00:00:00",38,"Balanced",48,"Normal",35,"Mixed","Organised",53,"Normal",56,"Normal",57,"Normal","Organised",51,"Medium",46,"Press",61,"Normal","Cover"
"896",245,8593,"Ajax","AJA","2015-09-10 00:00:00",35,"Balanced",43,"Normal",39,"Mixed","Organised",58,"Normal",55,"Normal",30,"Little","Free Form",64,"Medium",53,"Press",59,"Normal","Cover"
"898",245,8593,"Ajax","AJA","2014-09-19 00:00:00",40,"Balanced",40,"Normal",30,"Short","Organised",51,"Normal",55,"Normal",39,"Normal","Free Form",64,"Medium",53,"Press",64,"Normal","Cover"
"902",246,10235,"Feyenoord","FEY","2015-09-10 00:00:00",50,"Balanced",33,"Little",48,"Mixed","Organised",48,"Normal",67,"Lots",31,"Little","Organised",43,"Medium",46,"Press",40,"Normal","Cover"
"903",246,10235,"Feyenoord","FEY","2014-09-19 00:00:00",54,"Balanced",40,"Normal",60,"Mixed","Organised",48,"Normal",67,"Lots",50,"Normal","Organised",43,"Medium",43,"Press",40,"Normal","Cover"
"909",247,8640,"PSV","PSV","2015-09-10 00:00:00",67,"Fast",43,"Normal",43,"Mixed","Organised",53,"Normal",44,"Normal",28,"Little","Organised",40,"Medium",40,"Press",48,"Normal","Cover"
"910",247,8640,"PSV","PSV","2014-09-19 00:00:00",67,"Fast",35,"Normal",40,"Mixed","Organised",53,"Normal",53,"Normal",55,"Normal","Organised",50,"Medium",62,"Press",55,"Normal","Cover"
"911",25,8358,"SC Freiburg","FRE","2015-09-10 00:00:00",59,"Balanced",54,"Normal",38,"Mixed","Organised",55,"Normal",44,"Normal",45,"Normal","Free Form",53,"Medium",62,"Press",29,"Narrow","Cover"
"916",25,8358,"SC Freiburg","FRE","2014-09-19 00:00:00",39,"Balanced",58,"Normal",48,"Mixed","Organised",55,"Normal",33,"Little",44,"Normal","Free Form",59,"Medium",60,"Press",39,"Normal","Cover"
"918",260,9867,"CD Tenerife","TEN","2015-09-10 00:00:00",56,"Balanced",50,"Normal",57,"Mixed","Organised",56,"Normal",51,"Normal",54,"Normal","Organised",52,"Medium",50,"Press",69,"Wide","Cover"
"920",260,9867,"CD Tenerife","TEN","2014-09-19 00:00:00",56,"Balanced",50,"Normal",57,"Mixed","Organised",56,"Normal",51,"Normal",54,"Normal","Organised",52,"Medium",50,"Press",65,"Normal","Cover"
"921",28,9790,"Hamburger SV","HAM","2015-09-10 00:00:00",42,"Balanced",56,"Normal",52,"Mixed","Organised",62,"Normal",58,"Normal",47,"Normal","Organised",44,"Medium",41,"Press",49,"Normal","Cover"
"925",28,9790,"Hamburger SV","HAM","2014-09-19 00:00:00",45,"Balanced",61,"Normal",58,"Mixed","Organised",60,"Normal",73,"Lots",62,"Normal","Organised",45,"Medium",32,"Contain",63,"Normal","Cover"
"927",286,9824,"FC Vaduz","VAD","2015-09-10 00:00:00",53,"Balanced",32,"Little",56,"Mixed","Organised",38,"Normal",53,"Normal",46,"Normal","Organised",42,"Medium",33,"Contain",58,"Normal","Cover"
"928",29,8350,"1. FC Kaiserslautern","KAI","2014-09-19 00:00:00",66,"Balanced",48,"Normal",53,"Mixed","Organised",54,"Normal",69,"Lots",51,"Normal","Organised",47,"Medium",47,"Press",49,"Normal","Cover"
"933",29,8350,"1. FC Kaiserslautern","KAI","2015-09-10 00:00:00",49,"Balanced",54,"Normal",52,"Mixed","Organised",49,"Normal",54,"Normal",64,"Normal","Organised",41,"Medium",51,"Press",53,"Normal","Cover"
"934",294,10242,"ES Troyes AC","TRO","2015-09-10 00:00:00",49,"Balanced",48,"Normal",51,"Mixed","Organised",52,"Normal",49,"Normal",46,"Normal","Organised",43,"Medium",42,"Press",52,"Normal","Cover"
"937",294,10242,"ES Troyes AC","TRO","2014-09-19 00:00:00",49,"Balanced",48,"Normal",51,"Mixed","Organised",52,"Normal",49,"Normal",46,"Normal","Organised",43,"Medium",42,"Press",52,"Normal","Cover"
"940",3,8655,"Blackburn Rovers","BLB","2015-09-10 00:00:00",60,"Balanced",60,"Normal",65,"Mixed","Organised",59,"Normal",58,"Normal",42,"Normal","Organised",50,"Medium",50,"Press",57,"Normal","Cover"
"943",3,8655,"Blackburn Rovers","BLB","2014-09-19 00:00:00",44,"Balanced",31,"Little",62,"Mixed","Organised",63,"Normal",61,"Normal",40,"Normal","Organised",50,"Medium",50,"Press",47,"Normal","Cover"
"948",301,8024,"Widzew Lódz","WID","2014-09-19 00:00:00",66,"Balanced",52,"Normal",72,"Long","Organised",66,"Normal",67,"Lots",51,"Normal","Organised",36,"Medium",38,"Press",65,"Normal","Cover"
"951",301,8244,"Widzew Lódz","LOD","2014-09-19 00:00:00",66,"Balanced",52,"Normal",72,"Long","Organised",66,"Normal",67,"Lots",51,"Normal","Organised",36,"Medium",38,"Press",65,"Normal","Cover"
"953",31,8722,"1. FC Köln","FCK","2014-09-19 00:00:00",59,"Balanced",53,"Normal",57,"Mixed","Organised",53,"Normal",47,"Normal",59,"Normal","Organised",57,"Medium",46,"Press",54,"Normal","Cover"
"955",31,8722,"1. FC Köln","FCK","2015-09-10 00:00:00",59,"Balanced",47,"Normal",65,"Mixed","Organised",57,"Normal",36,"Normal",71,"Lots","Organised",42,"Medium",56,"Press",51,"Normal","Cover"
"959",32,8178,"Bayer 04 Leverkusen","LEV","2015-09-10 00:00:00",73,"Fast",29,"Little",55,"Mixed","Organised",77,"Risky",54,"Normal",61,"Normal","Organised",61,"Medium",72,"Double",50,"Normal","Cover"
"964",32,8178,"Bayer 04 Leverkusen","LEV","2014-09-19 00:00:00",69,"Fast",30,"Little",55,"Mixed","Organised",52,"Normal",55,"Normal",39,"Normal","Organised",50,"Medium",46,"Press",54,"Normal","Cover"
"965",322,9956,"Grasshopper Club Zürich","GRA","2015-09-10 00:00:00",50,"Balanced",60,"Normal",54,"Mixed","Organised",52,"Normal",54,"Normal",46,"Normal","Organised",36,"Medium",43,"Press",47,"Normal","Cover"
"969",322,9956,"Grasshopper Club Zürich","GRA","2014-09-19 00:00:00",50,"Balanced",60,"Normal",54,"Mixed","Organised",52,"Normal",54,"Normal",46,"Normal","Organised",36,"Medium",43,"Press",47,"Normal","Cover"
"974",34,10189,"FC Schalke 04","S04","2014-09-19 00:00:00",39,"Balanced",54,"Normal",45,"Mixed","Organised",42,"Normal",56,"Normal",41,"Normal","Organised",51,"Medium",51,"Press",40,"Normal","Cover"
"977",34,10189,"FC Schalke 04","S04","2015-09-10 00:00:00",58,"Balanced",43,"Normal",42,"Mixed","Organised",64,"Normal",61,"Normal",37,"Normal","Organised",55,"Medium",59,"Press",56,"Normal","Cover"
"985",36,10269,"VfB Stuttgart","STU","2015-09-10 00:00:00",59,"Balanced",55,"Normal",41,"Mixed","Organised",58,"Normal",66,"Normal",48,"Normal","Organised",41,"Medium",44,"Press",32,"Narrow","Cover"
"987",36,10269,"VfB Stuttgart","STU","2014-09-19 00:00:00",54,"Balanced",61,"Normal",53,"Mixed","Organised",60,"Normal",56,"Normal",48,"Normal","Organised",46,"Medium",54,"Press",40,"Normal","Cover"
"989",378,8521,"Stade Brestois 29","BRE","2014-09-19 00:00:00",59,"Balanced",48,"Normal",54,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
"990",378,8521,"Stade Brestois 29","BRE","2015-09-10 00:00:00",59,"Balanced",48,"Normal",54,"Mixed","Organised",49,"Normal",53,"Normal",66,"Normal","Organised",44,"Medium",34,"Press",51,"Normal","Cover"
"996",379,9837,"Stade de Reims","REI","2014-09-19 00:00:00",48,"Balanced",58,"Normal",48,"Mixed","Organised",48,"Normal",52,"Normal",50,"Normal","Organised",33,"Deep",44,"Press",50,"Normal","Cover"
"997",379,9837,"Stade de Reims","REI","2015-09-10 00:00:00",48,"Balanced",37,"Normal",49,"Mixed","Organised",48,"Normal",52,"Normal",58,"Normal","Organised",33,"Deep",44,"Press",50,"Normal","Cover"
"1002",38,8697,"SV Werder Bremen","WBR","2014-09-19 00:00:00",40,"Balanced",55,"Normal",47,"Mixed","Organised",37,"Normal",40,"Normal",51,"Normal","Organised",40,"Medium",50,"Press",45,"Normal","Cover"
"1004",38,8697,"SV Werder Bremen","WBR","2015-09-10 00:00:00",56,"Balanced",55,"Normal",63,"Mixed","Organised",68,"Risky",66,"Normal",58,"Normal","Organised",63,"Medium",47,"Press",73,"Wide","Cover"
"1007",39,8524,"Atalanta","ATA","2015-09-10 00:00:00",64,"Balanced",45,"Normal",37,"Mixed","Organised",38,"Normal",49,"Normal",51,"Normal","Organised",36,"Medium",63,"Press",49,"Normal","Cover"
"1011",39,8524,"Atalanta","ATA","2014-09-19 00:00:00",64,"Balanced",45,"Normal",37,"Mixed","Organised",38,"Normal",49,"Normal",51,"Normal","Organised",36,"Medium",66,"Press",49,"Normal","Cover"
"1012",4,8559,"Bolton Wanderers","BOL","2015-09-10 00:00:00",57,"Balanced",34,"Normal",61,"Mixed","Organised",72,"Risky",60,"Normal",38,"Normal","Organised",39,"Medium",48,"Press",58,"Normal","Cover"
"1016",4,8559,"Bolton Wanderers","BOL","2014-09-19 00:00:00",57,"Balanced",37,"Normal",73,"Long","Organised",72,"Risky",43,"Normal",56,"Normal","Organised",39,"Medium",48,"Press",58,"Normal","Cover"
"1018",434,9930,"FC Aarau","AAR","2015-09-10 00:00:00",47,"Balanced",41,"Normal",54,"Mixed","Organised",54,"Normal",63,"Normal",64,"Normal","Organised",47,"Medium",44,"Press",54,"Normal","Cover"
"1019",434,9930,"FC Aarau","AAR","2014-09-19 00:00:00",52,"Balanced",48,"Normal",56,"Mixed","Organised",54,"Normal",63,"Normal",64,"Normal","Organised",47,"Medium",44,"Press",54,"Normal","Cover"
"1027",44,8636,"Inter","INT","2014-09-19 00:00:00",67,"Fast",48,"Normal",67,"Long","Organised",68,"Risky",69,"Lots",66,"Normal","Organised",23,"Deep",57,"Press",34,"Normal","Cover"
"1028",44,8636,"Inter","INT","2015-09-10 00:00:00",58,"Balanced",69,"Lots",54,"Mixed","Organised",56,"Normal",60,"Normal",53,"Normal","Organised",47,"Medium",49,"Press",63,"Normal","Cover"
"1030",448,8315,"Athletic Club de Bilbao","BIL","2015-09-10 00:00:00",46,"Balanced",46,"Normal",39,"Mixed","Organised",50,"Normal",60,"Normal",36,"Normal","Free Form",49,"Medium",57,"Press",50,"Normal","Cover"
"1035",448,8315,"Athletic Club de Bilbao","BIL","2014-09-19 00:00:00",46,"Balanced",41,"Normal",38,"Mixed","Organised",52,"Normal",68,"Lots",37,"Normal","Organised",37,"Medium",60,"Press",65,"Normal","Cover"
"1038",449,8603,"Real Betis Balompié","BET","2015-09-10 00:00:00",59,"Balanced",49,"Normal",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal","Cover"
"1040",449,8603,"Real Betis Balompié","BET","2014-09-19 00:00:00",59,"Balanced",49,"Normal",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal","Cover"
"1042",45,9885,"Juventus","JUV","2014-09-19 00:00:00",26,"Slow",47,"Normal",24,"Short","Organised",64,"Normal",53,"Normal",72,"Lots","Organised",23,"Deep",67,"Double",36,"Normal","Cover"
"1045",45,9885,"Juventus","JUV","2015-09-10 00:00:00",50,"Balanced",35,"Normal",20,"Short","Organised",65,"Normal",50,"Normal",80,"Lots","Organised",35,"Medium",65,"Press",35,"Normal","Cover"
"1050",450,9910,"RC Celta de Vigo","CEL","2015-09-10 00:00:00",55,"Balanced",59,"Normal",38,"Mixed","Organised",41,"Normal",48,"Normal",50,"Normal","Free Form",55,"Medium",55,"Press",59,"Normal","Cover"
"1053",450,9910,"RC Celta de Vigo","CEL","2014-09-19 00:00:00",53,"Balanced",54,"Normal",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Organised",42,"Medium",52,"Press",65,"Normal","Cover"
"1055",452,8558,"RCD Espanyol","ESP","2014-09-19 00:00:00",50,"Balanced",52,"Normal",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Organised",37,"Medium",40,"Press",45,"Normal","Cover"
"1056",452,8558,"RCD Espanyol","ESP","2015-09-10 00:00:00",50,"Balanced",52,"Normal",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Free Form",37,"Medium",40,"Press",45,"Normal","Cover"
"1063",453,8661,"RCD Mallorca","MAL","2015-09-10 00:00:00",62,"Balanced",53,"Normal",57,"Mixed","Organised",53,"Normal",57,"Normal",53,"Normal","Organised",59,"Medium",41,"Press",56,"Normal","Cover"
"1064",453,8661,"RCD Mallorca","MAL","2014-09-19 00:00:00",62,"Balanced",53,"Normal",57,"Mixed","Organised",53,"Normal",57,"Normal",53,"Normal","Organised",59,"Medium",41,"Press",56,"Normal","Cover"
"1066",456,8696,"Racing Santander","SAN","2015-09-10 00:00:00",48,"Balanced",52,"Normal",47,"Mixed","Organised",53,"Normal",53,"Normal",53,"Normal","Organised",51,"Medium",47,"Press",53,"Normal","Cover"
"1074",457,8560,"Real Sociedad","SOC","2015-09-10 00:00:00",60,"Balanced",52,"Normal",50,"Mixed","Organised",54,"Normal",60,"Normal",52,"Normal","Organised",49,"Medium",53,"Press",53,"Normal","Cover"
"1076",457,8560,"Real Sociedad","SOC","2014-09-19 00:00:00",35,"Balanced",52,"Normal",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",65,"Normal","Cover"
"1077",459,9869,"Real Sporting de Gijón","SPG","2015-09-10 00:00:00",55,"Balanced",48,"Normal",50,"Mixed","Organised",62,"Normal",59,"Normal",38,"Normal","Organised",45,"Medium",54,"Press",41,"Normal","Cover"
"1080",459,9869,"Real Sporting de Gijón","SPG","2014-09-19 00:00:00",55,"Balanced",48,"Normal",43,"Mixed","Organised",68,"Risky",61,"Normal",44,"Normal","Organised",36,"Medium",60,"Press",39,"Normal","Cover"
"1083",46,8543,"Lazio","LAZ","2015-09-10 00:00:00",68,"Fast",65,"Normal",55,"Mixed","Organised",68,"Risky",80,"Lots",72,"Lots","Free Form",59,"Medium",66,"Press",65,"Normal","Cover"
"1084",46,8543,"Lazio","LAZ","2014-09-19 00:00:00",49,"Balanced",69,"Lots",54,"Mixed","Organised",68,"Risky",63,"Normal",69,"Lots","Organised",59,"Medium",53,"Press",54,"Normal","Cover"
"1091",461,10267,"Valencia CF","VAL","2015-09-10 00:00:00",35,"Balanced",46,"Normal",35,"Mixed","Organised",37,"Normal",51,"Normal",58,"Normal","Organised",49,"Medium",45,"Press",53,"Normal","Cover"
"1092",461,10267,"Valencia CF","VAL","2014-09-19 00:00:00",30,"Slow",45,"Normal",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal","Cover"
"1095",462,10281,"Real Valladolid","VAL","2015-09-10 00:00:00",43,"Balanced",40,"Normal",65,"Mixed","Organised",39,"Normal",51,"Normal",57,"Normal","Organised",47,"Medium",40,"Press",47,"Normal","Cover"
"1097",462,10281,"Real Valladolid","VAL","2014-09-19 00:00:00",55,"Balanced",44,"Normal",54,"Mixed","Organised",58,"Normal",68,"Lots",41,"Normal","Organised",51,"Medium",50,"Press",60,"Normal","Cover"
"1101",467,8372,"SD Eibar","EIB","2015-09-10 00:00:00",62,"Balanced",51,"Normal",52,"Mixed","Organised",59,"Normal",55,"Normal",52,"Normal","Organised",37,"Medium",56,"Press",49,"Normal","Cover"
"1102",467,8372,"SD Eibar","EIB","2014-09-19 00:00:00",62,"Balanced",51,"Normal",52,"Mixed","Organised",60,"Normal",55,"Normal",64,"Normal","Organised",37,"Medium",56,"Press",49,"Normal","Cover"
"1104",468,10268,"Elche CF","ELC","2015-09-10 00:00:00",51,"Balanced",52,"Normal",48,"Mixed","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal","Cover"
"1106",468,10268,"Elche CF","ELC","2014-09-19 00:00:00",55,"Balanced",47,"Normal",69,"Long","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal","Cover"
"1112",47,8564,"Milan","ACM","2014-09-19 00:00:00",48,"Balanced",70,"Lots",52,"Mixed","Organised",66,"Normal",36,"Normal",75,"Lots","Organised",58,"Medium",57,"Press",49,"Normal","Cover"
"1113",47,8564,"Milan","ACM","2015-09-10 00:00:00",48,"Balanced",70,"Lots",52,"Mixed","Organised",66,"Normal",36,"Normal",69,"Lots","Organised",58,"Medium",57,"Press",49,"Normal","Cover"
"1116",472,8306,"UD Las Palmas","LAS","2015-09-10 00:00:00",48,"Balanced",55,"Normal",44,"Mixed","Organised",53,"Normal",42,"Normal",53,"Normal","Organised",53,"Medium",39,"Press",57,"Normal","Cover"
"1117",472,8306,"UD Las Palmas","LAS","2014-09-19 00:00:00",48,"Balanced",55,"Normal",44,"Mixed","Organised",53,"Normal",42,"Normal",53,"Normal","Organised",53,"Medium",39,"Press",57,"Normal","Cover"
"1122",477,8388,"CD Numancia","NUM","2015-09-10 00:00:00",44,"Balanced",48,"Normal",45,"Mixed","Organised",54,"Normal",41,"Normal",57,"Normal","Organised",50,"Medium",46,"Press",62,"Normal","Cover"
"1123",477,8388,"CD Numancia","NUM","2014-09-19 00:00:00",44,"Balanced",48,"Normal",45,"Mixed","Organised",54,"Normal",41,"Normal",57,"Normal","Organised",50,"Medium",46,"Press",62,"Normal","Cover"
"1129",479,8371,"CA Osasuna","OSA","2014-09-19 00:00:00",38,"Balanced",53,"Normal",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",65,"Normal","Cover"
"1130",479,8371,"CA Osasuna","OSA","2015-09-10 00:00:00",38,"Balanced",53,"Normal",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide","Cover"
"1135",48,9875,"Napoli","NAP","2015-09-10 00:00:00",53,"Balanced",70,"Lots",37,"Mixed","Organised",68,"Risky",54,"Normal",67,"Lots","Organised",47,"Medium",57,"Press",53,"Normal","Offside Trap"
"1136",48,9875,"Napoli","NAP","2014-09-19 00:00:00",72,"Fast",74,"Lots",34,"Mixed","Organised",76,"Risky",66,"Normal",73,"Lots","Organised",61,"Medium",59,"Press",39,"Normal","Cover"
"1139",480,8370,"Rayo Vallecano","RAY","2014-09-19 00:00:00",45,"Balanced",52,"Normal",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal","Cover"
"1141",480,8370,"Rayo Vallecano","RAY","2015-09-10 00:00:00",29,"Slow",52,"Normal",44,"Mixed","Organised",44,"Normal",44,"Normal",47,"Normal","Organised",54,"Medium",52,"Press",63,"Normal","Cover"
"1145",481,8302,"Sevilla FC","SEV","2015-09-10 00:00:00",53,"Balanced",53,"Normal",53,"Mixed","Organised",53,"Normal",52,"Normal",60,"Normal","Organised",42,"Medium",48,"Press",59,"Normal","Cover"
"1146",481,8302,"Sevilla FC","SEV","2014-09-19 00:00:00",65,"Balanced",53,"Normal",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal","Cover"
"1153",483,10205,"Villarreal CF","VIL","2015-09-10 00:00:00",48,"Balanced",42,"Normal",36,"Mixed","Free Form",36,"Normal",52,"Normal",55,"Normal","Free Form",47,"Medium",48,"Press",44,"Normal","Cover"
"1154",483,10205,"Villarreal CF","VIL","2014-09-19 00:00:00",35,"Balanced",42,"Normal",35,"Mixed","Organised",43,"Normal",57,"Normal",58,"Normal","Organised",51,"Medium",51,"Press",56,"Normal","Cover"
"1157",485,9904,"Hannover 96","HAN","2014-09-19 00:00:00",48,"Balanced",55,"Normal",38,"Mixed","Organised",38,"Normal",51,"Normal",40,"Normal","Organised",37,"Medium",48,"Press",56,"Normal","Cover"
